date,CO2,RH,temp,Air temperature,Wind speed (m/s),Solar radiation , Rain,Plug_Basement,Cooling,Exhaust fan,Heating,IT,Lighting,Plug,PV,Control,Hot_Water,Others,ALL_loads
2022/6/5 3:00,0,0,0,12.3725,0.94230769,1,1,0.053575261,0.0019901,0.004000767,0.032220349,0.637248809,0.002129283,0.032135813,-0.098414101,0.199073346,0.001039967,0.211643823,1.076643417
2022/6/5 4:00,0,0,0,11.69166667,0.75,1,1,0.043409696,0.001971583,0.003992783,0.032301482,0.637793231,0.002120483,0.033448048,-0.099410248,0.199074165,0.00129405,0.211665362,1.067660635
2022/6/5 5:00,0,0,0,12.29083333,0.730434783,37.83333333,1,0.079336123,0.002014917,0.0039963,0.032233083,0.639481471,0.00322555,0.032631114,-0.102833849,0.199328932,0.001409333,0.212061263,1.102884237
2022/6/5 6:00,0,0,0,15.7325,1.399999999,180.75,1,0.076012624,0.002008583,0.003955233,0.03213785,0.639824079,0.002111117,0.032124331,0.084761639,0.199292766,0.00072835,0.211209445,1.284166017
2022/6/5 7:00,0,0,0,18.21916667,0.975,329.5833333,1,0.076364458,0.001994733,0.00394805,0.032079383,0.639528822,0.00211785,0.032443198,2.549638744,0.199298665,0.000347083,0.209711974,3.74747296
2022/6/5 8:00,412.1294397,47.57904504,20.7769972,21.09583333,0.984848492,536.6666667,1,0.075755241,0.001993333,0.003907167,0.032074932,0.638612813,0.002108667,0.03266233,3.044283501,0.1953733,0,0.208346628,4.235117912
2022/6/5 9:00,404.1712717,38.54518065,21.25878824,23.4875,1.497619041,686.1666667,1,0.064717743,0.001988467,0.0039564,0.032105099,0.646892399,0.002128667,0.031971331,4.491171602,0.130416069,0.005091683,0.210431746,5.620871206
2022/6/5 10:00,407.499217,39.04305562,21.55534168,25.17083333,1.909259246,824.3333333,1,0.034539297,0.00199505,0.00399105,0.032204766,0.641360105,0.002150133,0.032310298,7.379384971,0.131495469,0.01303835,0.210448794,8.482918283
2022/6/5 11:00,409.8077729,39.28136107,21.78242368,27.22666667,2.01363634,949.6666667,1,0.083345391,0.001992,0.004013467,0.032184116,0.639861683,0.002134167,0.031930781,9.536316339,0.130782768,0.051655516,0.210550996,10.72476722
2022/6/5 12:00,410.0632178,39.45758316,22.01630419,28.80333333,1.84242423,948.4166667,1,0.076397024,0.001998533,0.003972983,0.032157565,0.641847566,0.002125217,0.032419431,10.16981871,0.130845435,0.051483167,0.210757844,11.35382348
2022/6/5 13:00,411.4369956,39.52024308,22.25273479,28.96916667,1.876923066,979.9166667,1,0.077729907,0.0020108,0.003990867,0.032164799,0.641254942,0.002130283,0.033018214,10.48991755,0.13054727,0.051370217,0.210667228,11.67480208
2022/6/5 14:00,412.7901067,39.57527077,22.49480705,29.45416667,1.133333345,886.5833333,1,0.076777774,0.001999167,0.003963267,0.032058831,0.639640347,0.0021262,0.031911965,10.02265634,0.129979338,0.043569817,0.209440529,11.19412357
2022/6/5 15:00,414.0413291,39.60087501,22.73044447,29.24,0.489473691,719.75,1,0.079682457,0.001995833,0.0038858,0.032007282,0.644266718,0.002116533,0.032281964,8.505775837,0.130632505,0.025354583,0.207985729,9.665985241
2022/6/5 16:00,413.8314396,39.57210426,22.95698059,27.685,0,608.0833333,1,0.078725857,0.00199985,0.0038501,0.031915099,0.642128068,0.002111167,0.032109698,6.679623094,0.129645284,0.012654334,0.206620612,7.821383163
2022/6/5 17:00,415.509551,39.57704172,23.16242497,25.74666667,0.100000001,452.9166667,1,0.060543126,0.002023133,0.00391055,0.032067883,0.642626608,0.002120133,0.032654831,6.021715071,0.130357083,0.000447869,0.208483023,7.13694931
2022/6/5 18:00,416.0826622,39.69648621,23.29630554,25.2725,0.437500007,205.75,1,0.043238962,0.002008217,0.003895967,0.031971399,0.642538979,0.002106767,0.032092314,3.468600278,0.129780769,0.00011625,0.208040095,4.564389997
2022/6/5 19:00,421.3654398,39.93949313,23.22646413,23.40666667,0.183333339,77,1,0.082963241,0.001985117,0.003842617,0.031662916,0.649336797,0.031674365,0.064368744,0.352106576,0.133135669,0,0.20444396,1.555520002
